date,value,source,notes
2023-12,3207,goat_api_v2,
2024-01,3315,goat_api_v2,
2024-02,3467,goat_api_v2,
2024-03,3656,goat_api_v2,
2024-04,3729,goat_api_v2,
2024-05,3815,goat_api_v2,
2024-06,3973,goat_api_v2,
2024-07,4089,goat_api_v2,
2024-08,4219,goat_api_v2,
2024-09,4378,goat_api_v2,
2024-10,4538,goat_api_v2,
2024-11,4720,goat_api_v2,
2024-12,4815,goat_api_v2,
2025-01,5051,goat_api_v2,
2025-02,5207,goat_api_v2,
2025-03,5458,goat_api_v2,
2025-04,5621,goat_api_v2,
2025-05,5779,goat_api_v2,
2025-06,5863,goat_api_v2,
2025-07,6214,goat_api_v2,
2025-08,6403,goat_api_v2,
2025-09,6488,goat_api_v2,
2025-10,6792,goat_api_v2,
2025-11,7128,goat_api_v2,
2025-12,7235,goat_api_v2,
2026-01,7456,goat_api_v2,
2026-02,7745,goat_api_v2,
2026-03,7989,goat_api_v2,
2026-04,8325,goat_api_v2,
2026-05,8463,goat_api_v2,
2026-06,8816,goat_api_v2,
2026-07,9103,goat_api_v2,
2026-08,9319,goat_api_v2,
2026-09,9319,goat_api_v2,
