date,value,source,notes
2025-01,4,clinicaltrials_gov_v2,
2025-02,13,clinicaltrials_gov_v2,
2025-03,16,clinicaltrials_gov_v2,
2025-04,10,clinicaltrials_gov_v2,
2025-05,11,clinicaltrials_gov_v2,
2025-06,8,clinicaltrials_gov_v2,
2025-07,16,clinicaltrials_gov_v2,
2025-08,11,clinicaltrials_gov_v2,
2025-09,20,clinicaltrials_gov_v2,
2025-10,4,clinicaltrials_gov_v2,
2025-11,6,clinicaltrials_gov_v2,
2025-12,18,clinicaltrials_gov_v2,
2026-01,10,clinicaltrials_gov_v2,
2026-02,13,clinicaltrials_gov_v2,
2026-03,12,clinicaltrials_gov_v2,
2026-04,7,clinicaltrials_gov_v2,
2026-05,11,clinicaltrials_gov_v2,
2026-06,15,clinicaltrials_gov_v2,
2026-07,17,clinicaltrials_gov_v2,
2026-08,8,clinicaltrials_gov_v2,
2026-09,0,clinicaltrials_gov_v2,
